Gene_id	{KEGG}	{SwissProt}	{IPR}	{GO}
Belnapia_sp.F-4-1GL004439	{K12506  ispDF  2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase  2.7.7.60 4.6.1.12  Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis [PATH:ko00900]}	{ISPDF_GRABC Bifunctional enzyme IspD/IspF OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=ispDF PE=3 SV=1}	{IPR001228; 4-diphosphocytidyl-2C-methyl-D-erythritol synthase  IPR003526; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase  IPR018294; 4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site  IPR020555; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site  IPR023423; IpsF domain}	{GO:0003824; catalytic activity; Molecular Function  GO:0008299; isoprenoid biosynthetic process; Biological Process  GO:0008685; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity; Molecular Function  GO:0016114; terpenoid biosynthetic process; Biological Process}
Belnapia_sp.F-4-1GL004440	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004441	{NA}	{NA}	{IPR018649; Domain of unknown function DUF2078}	{NA}
Belnapia_sp.F-4-1GL004442	{K03926  cutA  periplasmic divalent cation tolerance protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{CUTA_THET8 Divalent-cation tolerance protein CutA OS=Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579) GN=cutA PE=1 SV=1}	{IPR004323; Divalent ion tolerance protein, CutA  IPR011322; Nitrogen regulatory PII-like, alpha/beta}	{GO:0010038; response to metal ion; Biological Process}
Belnapia_sp.F-4-1GL004443	{K00626  E2.3.1.9, atoB  acetyl-CoA C-acetyltransferase  2.3.1.9  Metabolism; Carbohydrate Metabolism; Pyruvate metabolism [PATH:ko00620] Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630] Metabolism; Carbohydrate Metabolism; Propanoate metabolism [PATH:ko00640] Metabolism; Carbohydrate Metabolism; Butanoate metabolism [PATH:ko00650] Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes [PATH:ko00720] Metabolism; Lipid Metabolism; Fatty acid metabolism [PATH:ko00071] Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies [PATH:ko00072] Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation [PATH:ko00280] Metabolism; Amino Acid Metabolism; Lysine degradation [PATH:ko00310] Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis [PATH:ko00900] Metabolism; Xenobiotics Biodegradation and Metabolism; Benzoate degradation [PATH:ko00362] Environmental Information Processing; Signal Transduction; Two-component system [PATH:ko02020]}	{NA}	{IPR002155; Thiolase  IPR016038; Thiolase-like, subgroup  IPR016039; Thiolase-like  IPR020617; Thiolase, C-terminal}	{GO:0003824; catalytic activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function}
Belnapia_sp.F-4-1GL004444	{K01966  PCCB, pccB  propionyl-CoA carboxylase beta chain  6.4.1.3  Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630] Metabolism; Carbohydrate Metabolism; Propanoate metabolism [PATH:ko00640] Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes [PATH:ko00720] Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation [PATH:ko00280]}	{NA}	{IPR000022; Carboxyl transferase  IPR011762; Acetyl-coenzyme A carboxyltransferase, N-terminal  IPR011763; Acetyl-coenzyme A carboxyltransferase, C-terminal}	{GO:0016874; ligase activity; Molecular Function}
Belnapia_sp.F-4-1GL004445	{NA}	{NA}	{IPR010430; Protein of unknown function DUF1028}	{NA}
Belnapia_sp.F-4-1GL004446	{NA}	{NA}	{IPR022016; Domain of unknown function DUF3597}	{NA}
Belnapia_sp.F-4-1GL004447	{K00121  frmA, ADH5, adhC  S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  1.1.1.284 1.1.1.1  Metabolism; Carbohydrate Metabolism; Glycolysis / Gluconeogenesis [PATH:ko00010] Metabolism; Energy Metabolism; Methane metabolism [PATH:ko00680] Metabolism; Lipid Metabolism; Fatty acid metabolism [PATH:ko00071] Metabolism; Amino Acid Metabolism; Tyrosine metabolism [PATH:ko00350] Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism [PATH:ko00830] Metabolism; Xenobiotics Biodegradation and Metabolism; Chloroalkane and chloroalkene degradation [PATH:ko00625] Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation [PATH:ko00626] Metabolism; Xenobiotics Biodegradation and Metabolism; Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980] Metabolism; Xenobiotics Biodegradation and Metabolism; Drug metabolism - cytochrome P450 [PATH:ko00982]}	{FADH_PARDE S-(hydroxymethyl)glutathione dehydrogenase OS=Paracoccus denitrificans GN=flhA PE=1 SV=1}	{IPR002085; Alcohol dehydrogenase superfamily, zinc-type  IPR002328; Alcohol dehydrogenase, zinc-type, conserved site  IPR011032; GroES-like  IPR013149; Alcohol dehydrogenase, C-terminal  IPR013154; Alcohol dehydrogenase GroES-like  IPR014183; Alcohol dehydrogenase class III/S-(hydroxymethyl)glutathione dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020843; Polyketide synthase, enoylreductase}	{GO:0000166; nucleotide binding; Molecular Function  GO:0006069; ethanol oxidation; Biological Process  GO:0008270; zinc ion binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function  GO:0051903; S-(hydroxymethyl)glutathione dehydrogenase activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004448	{NA}	{NA}	{IPR005064; Bordetella uptake gene}	{GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL004449	{K00936  E2.7.3.-  --  --  Unclassified; Metabolism; Others}	{LOVHK_PSE14 Blue-light-activated protein OS=Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6) GN=PSPPH_2483 PE=3 SV=2}	{IPR000014; PAS  IPR000700; PAS-associated, C-terminal  IPR001610; PAC motif  IPR001789; Signal transduction response regulator, receiver domain  IPR003594; ATPase-like, ATP-binding domain  IPR003661; Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain  IPR004358; Signal transduction histidine kinase-related protein, C-terminal  IPR005467; Signal transduction histidine kinase, core  IPR009082; Signal transduction histidine kinase, homodimeric  IPR011006; CheY-like superfamily}	{GO:0000155; two-component sensor activity; Molecular Function  GO:0000156; two-component response regulator activity; Molecular Function  GO:0000160; two-component signal transduction system (phosphorelay); Biological Process  GO:0004673; protein histidine kinase activity; Molecular Function  GO:0004871; signal transducer activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0006355; regulation of transcription, DNA-dependent; Biological Process  GO:0007165; signal transduction; Biological Process  GO:0016020; membrane; Cellular Component  GO:0016310; phosphorylation; Biological Process  GO:0016772; transferase activity, transferring phosphorus-containing groups; Molecular Function  GO:0018106; peptidyl-histidine phosphorylation; Biological Process}
Belnapia_sp.F-4-1GL004450	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004451	{NA}	{NA}	{IPR005064; Bordetella uptake gene}	{GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL004452	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL004453	{K03418  E3.5.1.56  N,N-dimethylformamidase  3.5.1.56  Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630]}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004454	{K01256  pepN  aminopeptidase N  3.4.11.2  Metabolism; Metabolism of Other Amino Acids; Glutathione metabolism [PATH:ko00480] Metabolism; Enzyme Families; Peptidases [BR:ko01002]}	{AMPN_ECOLI Aminopeptidase N OS=Escherichia coli (strain K12) GN=pepN PE=1 SV=2}	{IPR001930; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase  IPR012779; Peptidase M1, alanyl aminopeptidase  IPR014782; Peptidase M1, membrane alanine aminopeptidase, N-terminal  IPR024601; Peptidase M1, alanyl aminopeptidase, C-terminal}	{GO:0006508; proteolysis; Biological Process  GO:0008237; metallopeptidase activity; Molecular Function  GO:0008270; zinc ion binding; Molecular Function}
Belnapia_sp.F-4-1GL004455	{NA}	{NA}	{IPR001123; Lysine-type exporter protein (LYSE/YGGA)}	{GO:0006865; amino acid transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL004456	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004457	{K00462  bphC  biphenyl-2,3-diol 1,2-dioxygenase  1.13.11.39  Metabolism; Xenobiotics Biodegradation and Metabolism; Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361] Metabolism; Xenobiotics Biodegradation and Metabolism; Dioxin degradation [PATH:ko00621]}	{BPHC_BURXL Biphenyl-2,3-diol 1,2-dioxygenase OS=Burkholderia xenovorans (strain LB400) GN=bphC PE=1 SV=2}	{IPR000486; Extradiol ring-cleavage dioxygenase, class I /II  IPR004360; Glyoxalase/fosfomycin resistance/dioxygenase}	{GO:0003824; catalytic activity; Molecular Function  GO:0006725; cellular aromatic compound metabolic process; Biological Process  GO:0008198; ferrous iron binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004458	{K00681  ggt  gamma-glutamyltranspeptidase  2.3.2.2  Metabolism; Lipid Metabolism; Arachidonic acid metabolism [PATH:ko00590] Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism [PATH:ko00430] Metabolism; Metabolism of Other Amino Acids; Cyanoamino acid metabolism [PATH:ko00460] Metabolism; Metabolism of Other Amino Acids; Glutathione metabolism [PATH:ko00480] Metabolism; Enzyme Families; Peptidases [BR:ko01002] Environmental Information Processing; Signaling Molecules and Interaction; Cellular antigens [BR:ko04090]}	{NA}	{IPR000101; Gamma-glutamyltranspeptidase}	{GO:0003840; gamma-glutamyltransferase activity; Molecular Function}
Belnapia_sp.F-4-1GL004459	{K00104  glcD  glycolate oxidase  1.1.3.15  Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630]}	{NA}	{IPR000262; FMN-dependent dehydrogenase  IPR008259; FMN-dependent alpha-hydroxy acid dehydrogenase, active site  IPR012133; Alpha-hydroxy acid dehydrogenase, FMN-dependent  IPR013785; Aldolase-type TIM barrel}	{GO:0003824; catalytic activity; Molecular Function  GO:0010181; FMN binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004460	{K01003  E2.7.8.23  carboxyvinyl-carboxyphosphonate phosphorylmutase  2.7.8.23  Unclassified; Metabolism; Carbohydrate metabolism}	{OADC_BRASO Oxaloacetate decarboxylase OS=Bradyrhizobium sp. (strain ORS278) GN=BRADO3250 PE=3 SV=1}	{IPR013785; Aldolase-type TIM barrel  IPR015813; Pyruvate/Phosphoenolpyruvate kinase}	{GO:0003824; catalytic activity; Molecular Function}
Belnapia_sp.F-4-1GL004461	{K00013  hisD  histidinol dehydrogenase  1.1.1.23  Metabolism; Amino Acid Metabolism; Histidine metabolism [PATH:ko00340]}	{HISX2_RHILO Histidinol dehydrogenase 2 OS=Rhizobium loti (strain MAFF303099) GN=hisD2 PE=3 SV=1}	{IPR001692; Histidinol dehydrogenase, conserved site  IPR012131; Histidinol dehydrogenase  IPR016161; Aldehyde/histidinol dehydrogenase}	{GO:0000105; histidine biosynthetic process; Biological Process  GO:0004399; histidinol dehydrogenase activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0008270; zinc ion binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0051287; NAD binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004462	{K01485  E3.5.4.1, codA  cytosine deaminase  3.5.4.1  Metabolism; Nucleotide Metabolism; Pyrimidine metabolism [PATH:ko00240] Metabolism; Amino Acid Metabolism; Arginine and proline metabolism [PATH:ko00330]}	{NA}	{IPR011059; Metal-dependent hydrolase, composite domain}	{GO:0016810; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; Molecular Function}
Belnapia_sp.F-4-1GL004463	{K00046  idnO  gluconate 5-dehydrogenase  1.1.1.69  Unclassified; Metabolism; Biosynthesis and biodegradation of secondary metabolites}	{DER_CHICK D-erythrulose reductase OS=Gallus gallus GN=DER PE=1 SV=1}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020842; Polyketide synthase/Fatty acid synthase, KR  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL004464	{NA}	{NA}	{IPR018389; Extracellular solute-binding protein, family 7, bacteria}	{GO:0006810; transport; Biological Process  GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL004465	{K00059  fabG  3-oxoacyl-[acyl-carrier protein] reductase  1.1.1.100  Metabolism; Lipid Metabolism; Fatty acid biosynthesis [PATH:ko00061] Metabolism; Lipid Metabolism; Biosynthesis of unsaturated fatty acids [PATH:ko01040] Metabolism; Lipid Metabolism; Lipid biosynthesis proteins [BR:ko01004]}	{FABG_STAAW 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Staphylococcus aureus (strain MW2) GN=fabG PE=3 SV=1}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL004466	{K01104  E3.1.3.48  protein-tyrosine phosphatase  3.1.3.48  Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms}	{NA}	{IPR000387; Protein-tyrosine/Dual-specificity phosphatase  IPR016130; Protein-tyrosine phosphatase, active site}	{GO:0004725; protein tyrosine phosphatase activity; Molecular Function  GO:0016311; dephosphorylation; Biological Process  GO:0016791; phosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL004467	{K00540  E1.-.-.-  --  --  Unclassified; Metabolism; Others}	{DHRS4_BOVIN Dehydrogenase/reductase SDR family member 4 OS=Bos taurus GN=DHRS4 PE=2 SV=2}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL004468	{K07180  prkA  serine protein kinase  --  Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms}	{YEAG_ECOLI Uncharacterized protein yeaG OS=Escherichia coli (strain K12) GN=yeaG PE=3 SV=1}	{IPR010650; Serine kinase PrkA  IPR013153; PrkA AAA  IPR016230; Serine-protein kinase, PrkA}	{NA}
Belnapia_sp.F-4-1GL004469	{K09786  K09786  hypothetical protein  --  Unclassified; Poorly Characterized; Function unknown}	{Y6755_BRAJA UPF0229 protein bll6755 OS=Bradyrhizobium japonicum (strain USDA 110) GN=bll6755 PE=3 SV=1}	{IPR006698; Thermus phage phiYS40, Orf56}	{NA}
Belnapia_sp.F-4-1GL004470	{K06415  spoVR  stage V sporulation protein R  --  Unclassified; Cellular Processes and Signaling; Sporulation}	{YCGB_ECOLI Uncharacterized protein ycgB OS=Escherichia coli (strain K12) GN=ycgB PE=4 SV=2}	{IPR007390; Sporulation stage V, protein R}	{NA}
Belnapia_sp.F-4-1GL004471	{NA}	{YPHA_SHIFL Inner membrane protein yphA OS=Shigella flexneri GN=yphA PE=3 SV=1}	{IPR011637; Uncharacterised protein family YphA}	{NA}
Belnapia_sp.F-4-1GL004472	{NA}	{NA}	{IPR001466; Beta-lactamase-related  IPR012338; Beta-lactamase/transpeptidase-like}	{NA}
Belnapia_sp.F-4-1GL004473	{NA}	{NA}	{IPR006342; Methyltransferase FkbM}	{NA}
Belnapia_sp.F-4-1GL004474	{K03608  minE  cell division topological specificity factor  --  Genetic Information Processing; Replication and Repair; Chromosome [BR:ko03036]}	{MINE_RHOCS Cell division topological specificity factor OS=Rhodospirillum centenum (strain ATCC 51521 / SW) GN=minE PE=3 SV=1}	{IPR005527; Septum formation topological specificity factor MinE}	{GO:0032955; regulation of barrier septum assembly; Biological Process  GO:0051301; cell division; Biological Process}
Belnapia_sp.F-4-1GL004475	{K03609  minD  septum site-determining protein MinD  --  Genetic Information Processing; Replication and Repair; Chromosome [BR:ko03036] Cellular Processes; Cell Motility; Cytoskeleton proteins [BR:ko04812]}	{MIND_SHIFL Septum site-determining protein MinD OS=Shigella flexneri GN=minD PE=3 SV=2}	{IPR002586; CobQ/CobB/MinD/ParA nucleotide binding domain  IPR010223; ATP binding protein MinD, bacterial-type  IPR025501; ATP binding protein MinD}	{GO:0000918; barrier septum site selection; Biological Process  GO:0006200; ATP catabolic process; Biological Process  GO:0016887; ATPase activity; Molecular Function}
Belnapia_sp.F-4-1GL004476	{K03610  minC  septum site-determining protein MinC  --  Genetic Information Processing; Replication and Repair; Chromosome [BR:ko03036]}	{MINC_KLEP7 Probable septum site-determining protein MinC OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=minC PE=3 SV=1}	{IPR005526; Septum formation inhibitor MinC, C-terminal  IPR007874; Septum formation inhibitor MinC, N-terminal  IPR013033; Septum formation inhibitor MinC  IPR016098; Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal}	{GO:0000902; cell morphogenesis; Biological Process  GO:0000917; barrier septum assembly; Biological Process  GO:0051302; regulation of cell division; Biological Process  GO:0051726; regulation of cell cycle; Biological Process}
Belnapia_sp.F-4-1GL004477	{K07107  ybgC  acyl-CoA thioester hydrolase  3.1.2.-  Unclassified; Poorly Characterized; General function prediction only}	{NA}	{IPR006683; Thioesterase superfamily}	{NA}
Belnapia_sp.F-4-1GL004478	{K00058  serA, PHGDH  D-3-phosphoglycerate dehydrogenase  1.1.1.95  Metabolism; Energy Metabolism; Methane metabolism [PATH:ko00680] Metabolism; Amino Acid Metabolism; Glycine, serine and threonine metabolism [PATH:ko00260]}	{NA}	{IPR006139; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain  IPR006140; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding  IPR016040; NAD(P)-binding domain}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016616; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; Molecular Function  GO:0048037; cofactor binding; Molecular Function  GO:0051287; NAD binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004479	{K02051  ABC.SN.S, ssuA, tauA  sulfonate/nitrate/taurine transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR015168; NMT1/THI5-like}	{NA}
Belnapia_sp.F-4-1GL004480	{K02050  ABC.SN.P, ssuC, tauC  sulfonate/nitrate/taurine transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000515; Binding-protein-dependent transport systems inner membrane component}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL004481	{K02049  ABC.SN.A, ssuB, tauB  sulfonate/nitrate/taurine transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{Y412_METJA Uncharacterized ABC transporter ATP-binding protein MJ0412 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0412 PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL004482	{NA}	{NA}	{IPR013094; Alpha/beta hydrolase fold-3}	{GO:0008152; metabolic process; Biological Process  GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL004483	{K01457  E3.5.1.54  allophanate hydrolase  3.5.1.54  Metabolism; Amino Acid Metabolism; Arginine and proline metabolism [PATH:ko00330] Metabolism; Xenobiotics Biodegradation and Metabolism; Atrazine degradation [PATH:ko00791]}	{NA}	{IPR000120; Amidase  IPR013024; Butirosin biosynthesis, BtrG-like  IPR014085; Allophanate hydrolase  IPR023631; Amidase signature domain}	{GO:0016884; carbon-nitrogen ligase activity, with glutamine as amido-N-donor; Molecular Function}
Belnapia_sp.F-4-1GL004484	{NA}	{NA}	{IPR024507; Protein of unknown function DUF3225}	{NA}
Belnapia_sp.F-4-1GL004485	{NA}	{NA}	{IPR005064; Bordetella uptake gene}	{GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL004486	{K06016  E3.5.1.87  N-carbamoyl-L-amino-acid hydrolase  3.5.1.87  Unclassified; Metabolism; Others}	{NA}	{IPR002933; Peptidase M20  IPR010158; Amidase, hydantoinase/carbamoylase  IPR011650; Peptidase M20, dimerisation}	{GO:0008152; metabolic process; Biological Process  GO:0016787; hydrolase activity; Molecular Function  GO:0016813; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines; Molecular Function}
Belnapia_sp.F-4-1GL004487	{K07567  tdcF  TdcF protein  --  Unclassified; Genetic Information Processing; Translation proteins}	{RIDA_PYRFU Enamine/imine deaminase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=yjgF PE=1 SV=1}	{IPR006175; YjgF/Yer057p/UK114 family  IPR013813; Endoribonuclease L-PSP/chorismate mutase-like}	{NA}
Belnapia_sp.F-4-1GL004488	{NA}	{NA}	{IPR007325; Putative cyclase}	{NA}
Belnapia_sp.F-4-1GL004489	{K04755  fdx  ferredoxin, 2Fe-2S  --  Unclassified; Metabolism; Energy metabolism}	{THCC_RHOER Rhodocoxin OS=Rhodococcus erythropolis GN=thcC PE=1 SV=2}	{IPR001041; 2Fe-2S ferredoxin-type domain  IPR012675; Beta-grasp domain}	{GO:0009055; electron carrier activity; Molecular Function  GO:0051536; iron-sulfur cluster binding; Molecular Function}
Belnapia_sp.F-4-1GL004490	{K00100  E1.1.1.-  --  --  Metabolism; Carbohydrate Metabolism; Fructose and mannose metabolism [PATH:ko00051] Metabolism; Carbohydrate Metabolism; Butanoate metabolism [PATH:ko00650] Metabolism; Lipid Metabolism; Linoleic acid metabolism [PATH:ko00591] Metabolism; Xenobiotics Biodegradation and Metabolism; Chloroalkane and chloroalkene degradation [PATH:ko00625] Metabolism; Xenobiotics Biodegradation and Metabolism; Bisphenol degradation [PATH:ko00363]}	{NA}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020842; Polyketide synthase/Fatty acid synthase, KR  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL004491	{K01515  nudF  ADP-ribose pyrophosphatase  3.6.1.13  Metabolism; Nucleotide Metabolism; Purine metabolism [PATH:ko00230]}	{NA}	{IPR000086; NUDIX hydrolase domain  IPR015797; NUDIX hydrolase domain-like}	{GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL004492	{NA}	{NA}	{IPR013830; Esterase, SGNH hydrolase-type  IPR013831; Esterase, SGNH hydrolase-type, subgroup}	{GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL004493	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004494	{NA}	{NA}	{IPR011051; Cupin, RmlC-type  IPR013096; Cupin 2, conserved barrel  IPR014710; RmlC-like jelly roll fold}	{NA}
Belnapia_sp.F-4-1GL004495	{K04564  E1.15.1.1A, sodA, sodB, SOD2  superoxide dismutase, Fe-Mn family  1.15.1.1  Cellular Processes; Transport and Catabolism; Peroxisome [PATH:ko04146] Human Diseases; Neurodegenerative Diseases; Huntington's disease [PATH:ko05016]}	{SODF_RHIME Superoxide dismutase [Mn] OS=Rhizobium meliloti (strain 1021) GN=sodB PE=1 SV=3}	{IPR001189; Manganese/iron superoxide dismutase  IPR019831; Manganese/iron superoxide dismutase, N-terminal  IPR019832; Manganese/iron superoxide dismutase, C-terminal  IPR019833; Manganese/iron superoxide dismutase, binding site}	{GO:0004784; superoxide dismutase activity; Molecular Function  GO:0006801; superoxide metabolic process; Biological Process  GO:0046872; metal ion binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL004496	{K02291  crtB  phytoene synthase  2.5.1.32  Metabolism; Metabolism of Terpenoids and Polyketides; Prenyltransferases [BR:ko01006] Metabolism; Metabolism of Terpenoids and Polyketides; Carotenoid biosynthesis [PATH:ko00906]}	{NA}	{IPR002060; Squalene/phytoene synthase  IPR008949; Terpenoid synthase}	{GO:0009058; biosynthetic process; Biological Process  GO:0016740; transferase activity; Molecular Function}
Belnapia_sp.F-4-1GL004497	{K05993  E3.3.2.1  isochorismatase  3.3.2.1  Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]}	{NA}	{IPR000868; Isochorismatase-like}	{GO:0003824; catalytic activity; Molecular Function  GO:0008152; metabolic process; Biological Process}
Belnapia_sp.F-4-1GL004498	{K03210  yajC  preprotein translocase subunit YajC  --  Genetic Information Processing; Folding, Sorting and Degradation; Protein export [PATH:ko03060] Environmental Information Processing; Membrane Transport; Bacterial secretion system [PATH:ko03070] Environmental Information Processing; Membrane Transport; Secretion system [BR:ko02044]}	{YAJC_BRUSU Immunogenic membrane protein YajC OS=Brucella suis biovar 1 (strain 1330) GN=yajC PE=3 SV=1}	{IPR003849; Preprotein translocase YajC}	{NA}
Belnapia_sp.F-4-1GL004499	{NA}	{NA}	{NA}	{NA}
